overlap_id,provider_a,item_a,title_a,provider_b,item_b,title_b,match_method,confidence,same_carrier_hash_verified,notes
OVL-0014,TextGrid GRETIL,TG-GRE-0051,Viṣṇupurāṇa,Original GRETIL catalogue,GRE-00103,Visnu-Purana (input by Peter Schreiner),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0015,TextGrid GRETIL,TG-GRE-0052,Agnipurāṇa,Original GRETIL catalogue,GRE-00083,Agni-Purana [BI-ed.] (input by Jun Takashima et al.),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0016,TextGrid GRETIL,TG-GRE-0054,Bhāgavatapurāṇa,Original GRETIL catalogue,GRE-00084,Bhagavata-Purana (input by …),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0017,TextGrid GRETIL,TG-GRE-0055,"Śivapurāṇa, Books 1 and 7",Original GRETIL catalogue,GRE-00096,"Siva-Purana, Books 1 and 7 (input by Jun Takashima et al.)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0018,TextGrid GRETIL,TG-GRE-0056,Brahmāṇḍapurāṇa,Original GRETIL catalogue,GRE-00087,Brahmanda-Purana (input by members of the Sansknet Project),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0019,TextGrid GRETIL,TG-GRE-0057,"Devīgītā (= Devībhāgavata-Purāṇa 7,31-40)",Original GRETIL catalogue,GRE-00088,Devibhagavata-Purana: Devigita (input by Ursula Honegger),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0020,TextGrid GRETIL,TG-GRE-0058,Brahmapurāṇa 1-246,Original GRETIL catalogue,GRE-00086,Brahma-Purana (input by Peter Schreiner and Renate Söhnen-Thieme),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0021,TextGrid GRETIL,TG-GRE-0059,Āpastambagṛhyasūtra with Haradatta's Anākulāvṛtti and Sudarśana's Gṛhyatātparyadarśanavyākhyā,Original GRETIL catalogue,GRE-00058,"Apastamba-Grhyasutra, with Haradatta's Anakula and Sudarsana's Tatparyadarsana (input by members of the Sansknet project)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0022,TextGrid GRETIL,TG-GRE-0060,"Āpastambaśulbasūtra with the commentaries of Kapardin, Karavinda and Sundararāja",Original GRETIL catalogue,GRE-00056,"Apastamba-Sulbasutra, with commentaries of Kapardi, Karavinda and Sundararaja (input by members of the Sansknet project)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0023,TextGrid GRETIL,TG-GRE-0061,Atharvaprāyaścittāni,Original GRETIL catalogue,GRE-00071,Atharvaprayascittani [ = Atharvaprayascittasutra; transmitted as part of the Vaitanasrautasutra] (input by Arlo Griffiths),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0024,TextGrid GRETIL,TG-GRE-0062,Atharvavedapariśiṣṭas,Original GRETIL catalogue,GRE-00072,"Atharvavedaparisista (input by Yuri Ishii, Tokai University, revised by Arlo Griffiths)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0025,TextGrid GRETIL,TG-GRE-0063,Āśvalāyanagṛhyasūtra,Original GRETIL catalogue,GRE-00059,Asvalayana-Grhyasutra (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0026,TextGrid GRETIL,TG-GRE-0064,Āśvalāyanaśrautasūtra,Original GRETIL catalogue,GRE-00051,Asvalayana-Srautasutra (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0027,TextGrid GRETIL,TG-GRE-0065,Dantyoṣṭhavidhi,Original GRETIL catalogue,GRE-00073,Dantyosthavidhi (input by Arlo Griffiths),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0028,TextGrid GRETIL,TG-GRE-0066,Jaiminīyagṛhyasūtra,Original GRETIL catalogue,GRE-00061,Jaimini-Grhyasutra (input by members of the Sansknet project),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0029,TextGrid GRETIL,TG-GRE-0067,Kauthumagṛhyasūtra,Original GRETIL catalogue,GRE-00065,Kauthuma-Grhyasutra (input by Ms. Jaya S. Nair),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0030,TextGrid GRETIL,TG-GRE-0068,Kauśikasūtra,Original GRETIL catalogue,GRE-00063,Kausika-Sutra (input by Arlo Griffiths),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0031,TextGrid GRETIL,TG-GRE-0069,Kauśikapaddhati,Original GRETIL catalogue,GRE-00064,"Kausikapaddhati, by Kesava (input by Ketaki Gokhale [in coop. w. A. Griffiths & M. Kobayashi])",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0032,TextGrid GRETIL,TG-GRE-0070,Mānavagṛhyasūtra (= Maitrāyaṇīyamānavagṛhyasūtra),Original GRETIL catalogue,GRE-00067,Manava-Grhyasutra [ = Maitrayaniyamanava-Grhyasutra] (input by members of the Sansknet project),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0033,TextGrid GRETIL,TG-GRE-0071,Ṛgvidhāna,Original GRETIL catalogue,GRE-00075,Rgvidhana (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0034,TextGrid GRETIL,TG-GRE-0072,Vaitānaśrautasūtra (= Vaitānasūtra),Original GRETIL catalogue,GRE-00055,Vaitana-Srautasutra ( = Vaitanasutra) (input by Arlo Griffiths),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0035,TextGrid GRETIL,TG-GRE-0073,Vārāhagṛhyasūtra,Original GRETIL catalogue,GRE-00070,Varaha-Grhyasutra (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0036,TextGrid GRETIL,TG-GRE-0074,Nirukta,Original GRETIL catalogue,GRE-00074,Nirukta (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0037,TextGrid GRETIL,TG-GRE-0075,Śāṅkhāyanagṛhyasūtra,Original GRETIL catalogue,GRE-00068,Sankhayana-Grhyasutra (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0038,TextGrid GRETIL,TG-GRE-0076,Śāṅkhāyanaśrautasūtra,Original GRETIL catalogue,GRE-00053,Sankhayana-Srautasutra (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0039,TextGrid GRETIL,TG-GRE-0077,Smaradīpikā,Original GRETIL catalogue,GRE-00772,Minanatha: Smaradipika (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0040,TextGrid GRETIL,TG-GRE-0078,Rasendracintāmaṇi,Original GRETIL catalogue,GRE-00781,Dhundhukanatha: Rasendracintamani (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0041,TextGrid GRETIL,TG-GRE-0079,Paribhāṣenduśekhara,Original GRETIL catalogue,GRE-00505,Nagesa [ = Nagojibhatta]: Paribhasendusekhara (input by members of the Sansknet project),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0042,TextGrid GRETIL,TG-GRE-0080,Rasahṛdayatantra with Caturbhujamiśra's Mugdhāvabodhinī (comm.),Original GRETIL catalogue,GRE-00782,Govindabhagavatpada: Rasahrdayatantra (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0043,TextGrid GRETIL,TG-GRE-0081,Aṣṭādhyāyī,Original GRETIL catalogue,GRE-00506,Panini: Astadhyayi [mula text extracted from the commented version] (input by Ms. Mari Minamino),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0044,TextGrid GRETIL,TG-GRE-0082,Aṣṭādhyāyī,Original GRETIL catalogue,GRE-00507,Panini: Astadhyayi [alternative version] (input under the guidance of W.P. Lehman),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0045,TextGrid GRETIL,TG-GRE-0083,Kādambarīsvīkaraṇasūtramañjarī,Original GRETIL catalogue,GRE-00773,Pururavas: Kadambarisvikaranasutramanjari (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0046,TextGrid GRETIL,TG-GRE-0084,Rasaratnākara,Original GRETIL catalogue,GRE-00785,Nityanathasiddha [alias Nemanatha]: Rasaratnakara (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0047,TextGrid GRETIL,TG-GRE-0085,"Rasādhyaya, 1-302+com with Ṭīkā",Original GRETIL catalogue,GRE-00786,"Rasadhyaya (with tika), verses 1-481 (input by Oliver Hellwig)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0048,TextGrid GRETIL,TG-GRE-0086,Pañcasāyaka,Original GRETIL catalogue,GRE-00771,Jyotirisvara Kavisekhara: Pancasayaka (input by Dhaval Patel),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0049,TextGrid GRETIL,TG-GRE-0087,"Rasārṇava, 1-12",Original GRETIL catalogue,GRE-00787,Rasarnava (patalas 1-12) (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0050,TextGrid GRETIL,TG-GRE-0088,"Rājanighaṇṭu [also called Nighaṇṭurāja, or Abhidhānacūḍāmaṇi]",Original GRETIL catalogue,GRE-00784,"Narahari Pandita [alias Nrsimha]: Rajanighantu [also called Nighanturaja, or Abhidhanacudamani] (input by Oliver Hellwig)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0051,TextGrid GRETIL,TG-GRE-0089,Sūryasiddhānta,Original GRETIL catalogue,GRE-00803,Suryasiddhanta (input by Michio Yano),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0052,TextGrid GRETIL,TG-GRE-0090,"Rasendracūḍāmaṇi 3-5, 7-16",Original GRETIL catalogue,GRE-00789,"Somadeva: Rasendracudamani, chapters 3-5, 7-16 (input by Oliver Hellwig)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0053,TextGrid GRETIL,TG-GRE-0091,Vyākaraṇamahābhāṣya,Original GRETIL catalogue,GRE-00508,Patanjali: Vyakaranamahabhasya [Mahabhasya] (input by George Cardona),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0054,TextGrid GRETIL,TG-GRE-0092,Rasaratnasamuccaya,Original GRETIL catalogue,GRE-00792,"Vagbhata: Rasaratnasamuccaya (input: Adhy. 1-5 by W. Mical, Somadeva Vasudeva and A. Glazier; Adhy. 6-12 by Oliver Hellwig)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0055,TextGrid GRETIL,TG-GRE-0093,Āyurvedamahodadhau annapānavidhi,Original GRETIL catalogue,GRE-00790,"Susena: Ayurvedamahodadhi, Annapanavidhi (input by Klaus Wille)",EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0056,TextGrid GRETIL,TG-GRE-0094,Aṣṭāṅganighaṇṭu,Original GRETIL catalogue,GRE-00794,Vahata: Astanganighantu (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0057,TextGrid GRETIL,TG-GRE-0095,Bṛhajjātaka,Original GRETIL catalogue,GRE-00804,Varahamihira: Brhajjataka (input by Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0058,TextGrid GRETIL,TG-GRE-0097,Laghusiddhāntakaumudī (= Laghukaumudi),Original GRETIL catalogue,GRE-00509,Varadaraja: Laghusiddhantakaumudi [ = Laghukaumudi] (input by members of the Sansknet project),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0059,TextGrid GRETIL,TG-GRE-0098,Arthaśāstra,Original GRETIL catalogue,GRE-00770,Kautiliya-Arthasastra (input by Muneo Tokunaga),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0060,TextGrid GRETIL,TG-GRE-0099,Tikanikayātra,Original GRETIL catalogue,GRE-00806,Varahamihira: Tikanikayatra (input by Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0061,TextGrid GRETIL,TG-GRE-0100,Vivāhapaṭala,Original GRETIL catalogue,GRE-00807,Varahamihira: Vivahapatala (input by Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0062,TextGrid GRETIL,TG-GRE-0101,Bṛhatsaṃhitā,Original GRETIL catalogue,GRE-00805,Varahamihira: Brhatsamhita (input by Michio Yano and Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0063,TextGrid GRETIL,TG-GRE-0102,Yogayātrā,Original GRETIL catalogue,GRE-00808,Varahamihira: Yogayatra (input by Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0064,TextGrid GRETIL,TG-GRE-0103,Kāmasūtra,Original GRETIL catalogue,GRE-00775,Vatsyayana: Kamasutra (input by Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0065,TextGrid GRETIL,TG-GRE-0104,Kāmasūtra,Original GRETIL catalogue,GRE-00774,Vatsyayana: Kamasutra [with notes] (input by Jean Fezas),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0066,TextGrid GRETIL,TG-GRE-0106,Nāmaliṅgānuśāsana = Amarakośa,Original GRETIL catalogue,GRE-00510,Amarasimha: Namalinganusasana [Amarakosa] (input by Avinash Sathaye & Pramod SV Ganesan),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0067,TextGrid GRETIL,TG-GRE-0107,Āryabhaṭīya,Original GRETIL catalogue,GRE-00797,Aryabhatiya (input by Takao Hayashi),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0068,TextGrid GRETIL,TG-GRE-0108,Carakasaṃhitā-parts with the Āyurvedadīpikā,Original GRETIL catalogue,GRE-00776,Agnivesa: Caraka-Samhita [selected parts] (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0069,TextGrid GRETIL,TG-GRE-0109,Bījagaṇita,Original GRETIL catalogue,GRE-00799,Bhaskara: Bijaganita (input by Takao Hayashi),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0070,TextGrid GRETIL,TG-GRE-0110,Āryabhaṭīya with the Commentary of Bhāskara I and Someśvara,Original GRETIL catalogue,GRE-00798,Aryabhatiya with the commentary of Bhaskara I and Somesvara (input by Danielle Feller),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0071,TextGrid GRETIL,TG-GRE-0111,Bhāvaprakāśa,Original GRETIL catalogue,GRE-00778,Bhavamisra: Bhavaprakasa (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0072,TextGrid GRETIL,TG-GRE-0112,Vākyapadīya,Original GRETIL catalogue,GRE-00501,Bhartrhari: Vakyapadiya [complete] (input by Yves Ramseier),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0073,TextGrid GRETIL,TG-GRE-0113,Bower Manuscript,Original GRETIL catalogue,GRE-00779,Bower-Manuscript (input by Klaus Wille),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0074,TextGrid GRETIL,TG-GRE-0114,Rasasaṃketakalikā [= Rasasaṅketakalikā],Original GRETIL catalogue,GRE-00780,Camunda [Kayastha ( = Kayasthacamunda)]: Rasasamketakalika [ = Rasasanketakalika] (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0075,TextGrid GRETIL,TG-GRE-0115,Samanvayadiś,Original GRETIL catalogue,GRE-00504,Kudaka: Samanvayadis (input by Walter Slaje),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0076,TextGrid GRETIL,TG-GRE-0116,Ṛgvedavedāṅgajyotiṣa,Original GRETIL catalogue,GRE-00802,Lagadha: Rgvedavedangajyotisa (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0077,TextGrid GRETIL,TG-GRE-0117,Vaidyajīvana,Original GRETIL catalogue,GRE-00783,Lolimbaraja: Vaidyajivana (input by Jürgen Hanneder and Thomas Schäfer),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0078,TextGrid GRETIL,TG-GRE-0118,Yogayātrā,Original GRETIL catalogue,GRE-00808,Varahamihira: Yogayatra (input by Mizue Sugita),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0079,TextGrid GRETIL,TG-GRE-0119,Yogaśataka,Original GRETIL catalogue,GRE-00796,Yogasataka (input by Klaus Wille),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0080,TextGrid GRETIL,TG-GRE-0120,Rasamañjarī,Original GRETIL catalogue,GRE-00788,Salinatha: Rasamanjari (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
OVL-0081,TextGrid GRETIL,TG-GRE-0121,Rasaprakāśasudhākara,Original GRETIL catalogue,GRE-00795,Yasodhara: Rasaprakasasudhakara (input by Oliver Hellwig),EXACT_TEI_XML_ID_TO_CORPUSTEI_FILENAME_STEM,HIGH,False,Successor-object lineage match; content equality still requires old-carrier download/hash comparison.
