slug,title_hk,language,status,parent_slug,author_slug,collections,source_present,source_title,source_publisher,source_year,metadata_license,header_license_text,rights_class,detected_license,acquisition_eligible,xml_present,text_present,xml_bytes,text_bytes,xml_sha256,text_sha256,xml_parse_valid,tei_xml_id,identity_match,structurally_analyzable,div_count,top_level_div_count,lg_count,line_count,paragraph_count,xml_id_count,duplicate_xml_id_count,first_div_n,last_div_n,first_block_id,last_block_id,parse_error
rajashyamalarahasyopanishat,राजश्यामलारहस्योपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,राजश्यामलारहस्योपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,15771,14381,700fa97504a69550e7800bd4ab0e14ee9369703b617bb3b2d2d0812f7da694da,f7d834c6b68a8a1463574abc7f895287fd8f6e2e11536b4f3e02c550dcbd13b9,True,rajashyamalarahasyopanishat,True,True,0,0,1,2,4,1,0,,,,,
mathamnayopanishat,मठाम्नायोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,मठाम्नायोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10057,8562,0048732ecb85f784c4aaa800b61ab3273da9ec8c31ee97b93b96308523ed7a3d,895a9cc36a894bc9f9c30a2b848a4a1d283ae47e48237341de08835e48287bdc,True,mathamnayopanishat,True,True,0,0,1,2,8,1,0,,,,,
langulopanishat,लाङ्गूलोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,लाङ्गूलोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,16385,14915,454518c0a169fae6b95b1b5d2305660bbe269566659cd9ade99ae9cdc8000381,4f323da3da00e8160d49c21bd1d73584351017fd4694864aba36b43f8c4ef495,True,langulopanishat,True,True,0,0,1,2,8,1,0,,,,,
sankarshanopanishat,सङ्कर्षणोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सङ्कर्षणोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6625,5202,2868f9e0da8cfe3e7ef4e76e133ff25580a2b7558c1831bb7e1f1a19d501b741,681954f7261a4b40b9ed40499da7c94e96f3d66cb10b3a317cff7845a95f01eb,True,sankarshanopanishat,True,True,0,0,0,0,1,1,0,,,,,
sudarshanopanishat,सुदर्शनोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सुदर्शनोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9836,7717,cf783c61dae76054eca5bb63eff7a5dabdcf59785736e268cac8875c32126c06,7b83bdcae5914edecba92843a7cd9ce615d71f7620d9fd13486aaf71a297b503,True,sudarshanopanishat,True,True,0,0,12,25,6,1,0,,,,,
mandukyopanishat,माण्डूक्योपनिषत्,sa,p1,,rshayah,mukhyopanishadah,True,माण्डूक्योपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7780,6295,38a2b9e83d4c529e14cc5653bc3b2caa4f0558174b186ea0f8feb7674be56a2a,e35fdc3994b64c3bd63fd5e17bd85e3c5279d9c505fd6bc295c132e03ac9501e,True,mandukyopanishat,True,True,0,0,0,0,14,1,0,,,,,
shaunakopanishat,शौनकोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,शौनकोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,13191,11684,ad3449643b2775742d20522823a615b926a88cfccc742c0dce9ccaeb261f2828,7f069ca8a3c50403debf7b7981b2bd7c3c62f009d5942625bf13d20fddbdc9e5,True,shaunakopanishat,True,True,0,0,2,6,6,1,0,,,,,
shivasankalpopanishat-vajasaneya,शिवसङ्कल्पोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,शिवसङ्कल्पोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4380,2802,06c98b37e35bce8ceb3fc7534c068f090c1d1949d77fd347d3da119aa57c318c,fadfa083658105140e57895270c607e286dbb7fa3a3bc475bfb78abf5cec5b39,True,shivasankalpopanishat-vajasaneya,True,True,0,0,6,12,0,1,0,,,,,
siddhantashikhopanishat,सिद्धान्तशिखोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सिद्धान्तशिखोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,15293,12528,9bdc0fc15594c909b8807a23f4e204ad8411ca77b19c5e42ddc4d0dcc2532439,757d917cb9d559d0f237d0fbfa0743f82593eb0e7249b7ba908c1c1907a484f7,True,siddhantashikhopanishat,True,True,0,0,25,57,4,1,0,,,,,
shivasankalpopanishat,शिवसङ्कल्पोपनिषत् (शिवसङ्कल्पमन्त्राः),sa,p1,,rshayah,anya-upanishadah,True,शिवसङ्कल्पोपनिषत् (शिवसङ्कल्पमन्त्राः),आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,16459,12753,ffd8f7b9961dcf7f137a2854a2518aff7bd9f796241d5edea6fd9bc7d4166824,953d909b30addbf7dc0cb536af1d2e953b663f810224df0ed40da630f0a0018f,True,shivasankalpopanishat,True,True,0,0,37,98,0,1,0,,,,,
brahmabindupanishat,ब्रह्मबिन्दूपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,ब्रह्मबिन्दूपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8014,6683,ab9d07cb08e58686d745c606b24a5642087597e0b14101efa3c3e94fae1bb31b,d408b2bdac86fd4b9ab32a39bb9a1ebffc30c39294571ab375005e65abd29c9b,True,brahmabindupanishat,True,True,0,0,1,2,1,1,0,,,,,
kaivalyopanishat,कैवल्योपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,कैवल्योपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,11082,9612,8ee4ff50ed1a0e40a0f86693faf8c7c3ad4015a4735370f2902254c4442f980d,56aec804732a3d0a8ab915e3d384268a7f90a41ab8d317eccadc44ecb03662d8,True,kaivalyopanishat,True,True,2,2,0,0,3,1,0,1,2,,,
jabalopanishat,जाबालोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,जाबालोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12985,11161,df9a6727c5b9a39aac87ee04ca65d2e35300d07e67bb477be3c3b2307e9b9ab3,8625f65ea8c34f8adab4b1b98f2abde3b5a197251c0efe21883342bf17019eb3,True,jabalopanishat,True,True,6,6,1,2,7,1,0,1,6,,,
hamsopanishat,हंसोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,हंसोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9130,7784,04ba66ef6c22b07f1e9445ed9ab6782ceae055e37444e5a1e6b2a0363adf8e7f,da538579200b6b1277f23c03f17bd8c4c773edf3d224eb8a1d6431d6012d07b9,True,hamsopanishat,True,True,0,0,1,2,3,1,0,,,,,
arunikopanishat,आरुणिकोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,आरुणिकोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8050,6705,249ed6478a4112af0a26450ffd30bc2b51f3e6b4a21109794a4854f6b2aff1d0,f1c488dd3f2c177b345461a923c06b7cb6c4498753a73b58edac05fa37dc0cee,True,arunikopanishat,True,True,0,0,1,2,2,1,0,,,,,
mantrikopanishat,मन्त्रिकोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,मन्त्रिकोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7686,6340,b7880c345de023f5c34f40435eaedb26a418a27ea81f4d8367a174eddb1a3f74,fd37cc6a30dfc68846babe2fe4ff827a06dbe0c5924d659d85c697deeea5722b,True,mantrikopanishat,True,True,0,0,1,2,3,1,0,,,,,
vajrasucikopanishat,वज्रसूचिकोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,वज्रसूचिकोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9011,7556,dcd1ada6c60ab0709c11dc94cadc976ca3faf4f775edc24a9136eeee53c4cce3,2a970e4f8272a41231937e3a2a1f1c7cb184d1dde3ffcf830a0d98aff326178a,True,vajrasucikopanishat,True,True,0,0,1,2,2,1,0,,,,,
kalisamtaranopanishat,कलिसंतरणोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,कलिसंतरणोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5191,3754,e70b961ff92803dfb3673e23de515a6287fd9dee77d4de1c41b9f98dc20aea59,6d8e695a1330d574de232c83706325af37a250ee3eecc5dac03e01793fa3cae9,True,kalisamtaranopanishat,True,True,0,0,2,4,4,1,0,,,,,
tripuropanishat,त्रिपुरोपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,त्रिपुरोपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7911,6355,139d74479bc9dd5d3fe312a110e9dbad7e9ed550fd26cd76f3ec0ee9ccbacc70,8ce9c008c2aa63ea90f8e2f2cc8c8318b63869ddbd932d491f25fb62c2800b4c,True,tripuropanishat,True,True,0,0,1,2,2,1,0,,,,,
narayanatharvashiraupanishat,नारायणाथर्वशिरउपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,नारायणाथर्वशिरउपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7795,6290,acfe9e1ca0adcead6d29936a68166b17f173c9820890c3be0e9b41b576a9addc,ee1ea547f24560e6bce8fdab8c08261c2706892ada7531011a88e44efc96268d,True,narayanatharvashiraupanishat,True,True,0,0,1,2,2,1,0,,,,,
devyupanishat,देव्युपनिषत्,sa,p1,,rshayah,muktikopanishadah,True,देव्युपनिषत्,निर्णयसागर-मुद्रणालय,१९४८,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,13059,11624,944a1d38615413eebf08a73194c947d361a8cded0a44dea1010fdd11b4538761,082a715c0e9ae6be75c90044cd3009dfe5ba317a92a92ee10c75fb3977246356,True,devyupanishat,True,True,0,0,0,0,4,1,0,,,,,
ganeshapancaratnam,गणेशपञ्चरत्नम्,sa,p1,,adishankaracarya,ganeshastotrani,True,गणेशपञ्चरत्नम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4920,3266,f147f7f48419c44267f5d6fd637cc52a42996687c232d708b038507fb0d45929,026f50621c79f6038296b368dc6cb89e812878377f13d7ca93fb0bef1d4b122f,True,ganeshapancaratnam,True,True,0,0,6,24,0,1,0,,,,,
ganeshabhujangam,गणेशभुजंगम्,sa,p1,,adishankaracarya,ganeshastotrani,True,गणेशभुजंगम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5792,3886,ba83c59095f4c0c26ce2237c8eb8d1a5bab0ccb0d9b89d65e25ea6c6714a3561,a70609df633ed685f246b0f46b7ceac5d5e514ff5de8fb688759055d2c7b493d,True,ganeshabhujangam,True,True,0,0,9,36,0,1,0,,,,,
subrahmanyabhujangam,सुब्रह्मण्यभुजंगम्,sa,p1,,adishankaracarya,stotrani|subrahmanyastotrani,True,सुब्रह्मण्यभुजंगम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,17207,13238,eae900193ffbadc7ee48dfcb5b0b6396850c9a12535267d7ea20282a5a54a72f,d1756a0a131393125750bf220183e796bad64f6aeeab0fb4c2a89e28930e94c7,True,subrahmanyabhujangam,True,True,0,0,33,132,0,1,0,,,,,
bhavanibhujangam,भवानीभुजंगम्,sa,p1,,adishankaracarya,stotrani|devistotrani,True,भवानीभुजंगम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10095,7491,278f9c6b41fd33cc3fb84a528257d44c4d19e0d7a756b110b29485343b492047,e3eca788d8be73e4c6ed33e6c22a2f08dc4851b6d555d7befba9622fc207cd7f,True,bhavanibhujangam,True,True,0,0,17,68,0,1,0,,,,,
gauridashakam,गौरीदशकम्,sa,p1,,adishankaracarya,stotrani|devistotrani,True,गौरीदशकम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7139,5065,11ad3f77db9989b7eb82d454d4d57c12dcf4738d3b0042ca74dd3d63b617dbf5,950f127d9527e9c6bc9100ab61b1abb6f4b44700cbca7874f8086ffb6bae55b1,True,gauridashakam,True,True,0,0,11,44,0,1,0,,,,,
vatukopanishat,वटुकोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,वटुकोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,20473,17608,c861c0f9baea13e3a766be8e61395c8fe0c8d492a7ca87796be47ddcd97722cc,6028a399784e271aab0a750769991fc21e55280c2a24eb16d5e270019683893f,True,vatukopanishat,True,True,0,0,22,51,8,1,0,,,,,
suryatapinyupanishat,सूर्यतापिन्युपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सूर्यतापिन्युपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,25090,21938,31e6bf4c1ac6ca6bc7a15483f2d0330916f357276707894f80bd83a79575a4d1,e7050c2a8a9b710632cef54d750f87a4a804eb386bf51228c58b3ade0707dab6,True,suryatapinyupanishat,True,True,6,6,18,36,11,1,0,1,6,,,
lalitapancaratnam,ललितापञ्चरत्नम्,sa,p1,,adishankaracarya,stotrani|devistotrani,True,ललितापञ्चरत्नम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5177,3497,8e5efb9a4c0e13385d243925aa950d20ba975b6037b68abe2b6392e01e625ca9,ae2b742795d412a6eb9845a6058a4f1d3bf94a730e00dec2f3f273d37cb6d91f,True,lalitapancaratnam,True,True,0,0,6,24,0,1,0,,,,,
tripurasundaryashtakam,त्रिपुरसुन्दर्यष्टकम्,sa,p1,,adishankaracarya,stotrani|devistotrani,True,त्रिपुरसुन्दर्यष्टकम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6584,4736,b9a14a194ba7f9783a498d8ffd0f64cf0b90d86fce7cf1cf655ed4f04a9904fe,38c3fda07b12f538f77d96870cae35ff28d0a670f3bc97a0b441868c58a6c790,True,tripurasundaryashtakam,True,True,0,0,8,32,0,1,0,,,,,
shivanamavalyashtakam,शिवनामावल्यष्टकम्,sa,p1,,adishankaracarya,stotrani|shivastotrani,True,शिवनामावल्यष्टकम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6087,4155,aa008962642cefe2c50ea876b0915ed1677b793d2ca5582a981ed0fc28128632,a36a2b2312f0b9a9c1fc523265ddb510f54e11d042f2815746a0b2a29ac0c74c,True,shivanamavalyashtakam,True,True,0,0,9,36,0,1,0,,,,,
kalyanavrshtistavah,कल्याणवृष्टिस्तवः,sa,p1,,adishankaracarya,stotrani|devistotrani,True,कल्याणवृष्टिस्तवः,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9905,7385,4ff62c2045d2c57300c2a330d82bcacf4367fcc15d8ed663986b3400b1b78bc4,920378248e650cd2f3012fd3ccd27c5d7c536b986a515b28c5f2b760e7b40014,True,kalyanavrshtistavah,True,True,0,0,16,64,0,1,0,,,,,
navaratnamalika,नवरत्नमालिका,sa,p1,,adishankaracarya,stotrani|devistotrani,True,नवरत्नमालिका,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8039,5848,030d9629a6c46f5265f174063077d0288a00c90323e41207b77a62ef3c2e6e28,45578b034b102a18c8ab2046fb3e706a44cb6b9eafd7b3078bf2cc35a405ca79,True,navaratnamalika,True,True,0,0,10,40,0,1,0,,,,,
mantramatrkapushpamalastavah,मन्त्रमातृकापुष्पमालास्तवः,sa,p1,,adishankaracarya,stotrani|devistotrani,True,मन्त्रमातृकापुष्पमालास्तवः,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12860,10256,6294dfe3402cb579ac9da225d300f0e3b7cefb3947d5c69a5cf0082cb353a2d9,3424bdb54d9aa9b47f0af2413fa17cf1639b0b899c6cd0386e0c9991d149a281,True,mantramatrkapushpamalastavah,True,True,0,0,17,68,0,1,0,,,,,
shivapancaksharastotram,शिवपञ्चाक्षरस्तोत्रम्,sa,p1,,adishankaracarya,stotrani|shivastotrani,True,शिवपञ्चाक्षरस्तोत्रम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4298,2702,bec0871c2f79e91f98b93441b14ea67001b76236470487618b1a8d71b5ba3ac1,5789805d5ed9b7fb667b36a16794834de86ae1421136fe8a590f353a1be39487,True,shivapancaksharastotram,True,True,0,0,5,20,0,1,0,,,,,
umamaheshvarastotram,उमामहेश्वरस्तोत्रम्,sa,p1,,adishankaracarya,stotrani|shivastotrani,True,उमामहेश्वरस्तोत्रम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7821,5553,01c4fe04f6b9084f8d46eb76fda072a3b3374fc57f2afc8407f26bce7526fb62,118cacf0a9392a4844c8272e946bf323b5929b565db959477d7fd82b0a8c2fe9,True,umamaheshvarastotram,True,True,0,0,13,52,0,1,0,,,,,
shridakshinamurtyashtakam,श्रीदक्षिणामूर्त्यष्टकम्,sa,p1,,adishankaracarya,stotrani|shivastotrani,True,श्रीदक्षिणामूर्त्यष्टकम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8823,6807,80ba77d1583ea602bd6a53f4e079d4b115a9d6fcc4fe43d20c6ab3585958ac14,2ddac3174b1c9720673a69163101b7ef7437e34b4aa86b57458c0b72bcf6315c,True,shridakshinamurtyashtakam,True,True,0,0,10,40,0,1,0,,,,,
narayanapurvatapiniyopanishat,नारायणपूर्वतापिनीयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,नारायणपूर्वतापिनीयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,28779,25214,02a86a234dd66ed0d141edcf0134b81bdd020325ed3d2d48aabef0a966983d7a,5fbf7265cbf10aa723e4e8c1c5175b89c88c6b00efada3b6a4d21ce3cc6518ba,True,narayanapurvatapiniyopanishat,True,True,6,6,21,44,19,1,0,1,6,,,
narayanottaratapiniyopanishat,नारायणोत्तरतापिनीयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,नारायणोत्तरतापिनीयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,13324,10700,6e2e9e70067c0c9b6b952a9e274ae484389c38c120fe06dc143475d3cc608951,d5fc59b0669283318aab83aafcd2e52b9a7c0c0eda76b5a5c8931c5df6ab9f04,True,narayanottaratapiniyopanishat,True,True,3,3,16,33,8,1,0,1,3,,,
siddhantasaropanishat,सिद्धान्तसारोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सिद्धान्तसारोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,24775,22842,257170e74ea441d08a3247fc3ec34535943e4e351da5c0c96fe84f5ece1b4987,1d0fbbffe57d4a25d5b30ba21bffedc4bf96f52b52ce7ef9ddf9034a66fd5fc3,True,siddhantasaropanishat,True,True,6,6,0,0,8,1,0,1,6,,,
guhyakalyupanishat,गुह्यकाल्युपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,गुह्यकाल्युपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,31433,24820,f66c7b32bd00b3e50feed2203af8081d35cd8ff6c852a27789c6b4c5ebef56b1,8fdf0b8306e2e607844b28ee1cb6f11eacd0a94bd3292b16ae162fa06eab1950,True,guhyakalyupanishat,True,True,0,0,84,221,2,1,0,,,,,
nilarudropanishat,नीलरुद्रोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,नीलरुद्रोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10184,7120,a803d1247b0d9d02a6cb29df1bcbd4dc850fb4572148f22abc01d4802b4f5418,0ce0bed48da6f6cb1ff3539bccd809da669ec18c39fd0138837484f947f9bf45,True,nilarudropanishat,True,True,3,3,23,46,2,1,0,1,3,,,
shivabhujangam,शिवभुजंगम्,sa,p1,,adishankaracarya,stotrani|shivastotrani,True,शिवभुजंगम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,20110,15574,1fa971c153922baf554d0018903c9e134317dfd97877a90f75c3de445742d414,65fdd249ffc7f85766cd6ab567f9bd51bc79b9fa671c270af3b0d628966056bf,True,shivabhujangam,True,True,0,0,40,160,0,1,0,,,,,
hanumatpancaratnam,हनुमत्पञ्चरत्नम्,sa,p1,,adishankaracarya,stotrani,True,हनुमत्पञ्चरत्नम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4426,2746,803c0f16a2a98afbb4314955092be58280cbfa49a7ee70d0cc2a17290f7fae05,286b5e70807c5ea129ab1e2431e6cae8ae13680e130cce99fb06ce6390165d38,True,hanumatpancaratnam,True,True,0,0,6,24,0,1,0,,,,,
shriramabhujangaprayatastotram,श्रीरामभुजंगप्रयातस्तोत्रम्,sa,p1,,adishankaracarya,stotrani,True,श्रीरामभुजंगप्रयातस्तोत्रम्,Sri Vani Vilas Press,1910,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,14945,11333,b1d4b7f7450cc33c0fe5bbf86ec7476a2b00465bdbbc4aa9cbb621d8b1eea17f,883f8302e33094f3ac6aa18dab2f43012994c3c5d966bc6fdbd5c91826ce273b,True,shriramabhujangaprayatastotram,True,True,0,0,29,116,0,1,0,,,,,
